age,gender,weight_kg,height_cm,bmi,activity_level,fitness_level,goal,personality,location,hours_available_per_week,monthly_budget_usd,health_issue,prefers_team_sport,prefers_outdoor,prefers_contact_sport,risk_tolerance,competitive_level,coordination_level,striking_preference,grappling_preference,speed_agility,endurance_level,preferred_distance,recommended_sport,sport_difficulty,sport_type,sport_environment,sport_budget_level,calories_burned_per_hour,user_id,user_rating,clicked,practiced
37,Male,89.5,178.5,28.1,Very Active,Intermediate,Build Muscle,Ambivert,Urban,9.0,38.0,None,0,0,1,2,3,4,1,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24430,3.5,1,1
20,Female,55.7,162.1,21.2,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,13.5,93.0,None,0,0,0,2,5,2,1,0,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24431,4.1,1,0
27,Female,78.1,167.9,27.7,Moderately Active,Intermediate,Compete Professionally,Extrovert,Suburban,7.7,98.0,None,0,0,0,2,5,3,0,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24432,4.9,1,1
20,Male,87.0,161.9,33.2,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,12.4,92.0,None,0,0,1,2,3,2,0,1,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24433,4.0,0,1
47,Male,63.1,175.4,20.5,Moderately Active,Intermediate,Compete Professionally,Ambivert,Rural,9.3,111.0,None,0,0,1,2,3,3,0,1,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24434,4.1,1,1
27,Female,63.9,163.8,23.8,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,9.3,106.0,None,0,0,1,3,4,2,0,1,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24435,3.8,1,1
30,Male,75.5,166.0,27.4,Very Active,Advanced,Build Muscle,Extrovert,Rural,7.6,84.0,None,0,0,0,3,3,2,0,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24436,4.4,1,1
41,Female,55.6,159.0,22.0,Very Active,Intermediate,Build Muscle,Ambivert,Rural,14.7,40.0,None,0,0,1,3,5,4,1,1,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24437,3.7,1,1
21,Male,83.0,170.7,28.5,Very Active,Intermediate,Compete Professionally,Extrovert,Rural,7.2,96.0,None,0,0,1,3,5,4,0,1,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24438,5.0,0,1
26,Male,75.8,171.7,25.7,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,8.0,69.0,None,0,0,1,3,3,4,0,1,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24439,4.9,1,0
33,Female,98.3,167.8,34.9,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,5.4,73.0,None,0,0,0,2,4,4,1,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24440,4.1,0,1
49,Male,62.7,175.8,20.3,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,10.1,97.0,None,0,0,1,2,5,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24441,4.6,0,1
17,Male,71.8,164.9,26.4,Very Active,Intermediate,Build Muscle,Introvert,Rural,11.6,41.0,None,0,0,1,3,4,3,0,1,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24442,4.5,1,1
16,Male,62.7,164.4,23.2,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,14.3,89.0,None,0,0,1,3,3,2,1,0,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24443,4.6,0,1
39,Female,55.1,160.4,21.4,Very Active,Intermediate,Compete Professionally,Extrovert,Suburban,6.7,116.0,None,0,0,0,3,5,3,0,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24444,3.8,1,1
36,Male,74.2,168.9,26.0,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,13.1,118.0,None,0,0,0,2,4,2,0,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24445,3.6,1,1
30,Male,72.4,176.6,23.2,Very Active,Advanced,Build Muscle,Ambivert,Rural,13.2,48.0,None,0,0,1,2,3,3,1,1,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24446,4.4,1,0
34,Male,87.4,166.3,31.6,Moderately Active,Intermediate,Build Muscle,Ambivert,Suburban,8.7,83.0,None,0,0,0,3,3,4,0,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24447,4.2,1,1
37,Female,64.3,158.5,25.6,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,13.5,40.0,None,0,0,1,3,3,2,1,0,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24448,5.0,1,0
34,Male,94.5,172.9,31.6,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,12.6,109.0,None,0,0,0,3,5,2,0,1,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24449,3.9,0,1
18,Female,80.3,164.4,29.7,Moderately Active,Advanced,Build Muscle,Introvert,Rural,6.1,108.0,None,0,0,0,3,4,2,0,0,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24450,3.6,1,0
48,Male,93.7,164.8,34.5,Moderately Active,Advanced,Compete Professionally,Extrovert,Suburban,9.4,65.0,None,0,0,1,3,3,3,1,1,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24451,4.8,1,1
26,Male,83.3,171.9,28.2,Very Active,Intermediate,Build Muscle,Extrovert,Suburban,10.1,55.0,None,0,0,0,3,4,3,0,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24452,4.0,1,1
25,Male,78.7,173.3,26.2,Very Active,Advanced,Compete Professionally,Extrovert,Suburban,5.8,118.0,None,0,0,1,3,5,4,0,1,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24453,4.5,0,1
37,Male,66.7,171.1,22.8,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,12.4,74.0,None,0,0,1,2,4,2,0,0,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24454,4.6,1,0
19,Female,74.7,163.3,28.0,Moderately Active,Advanced,Compete Professionally,Introvert,Rural,14.1,61.0,None,0,0,0,2,4,4,0,0,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24455,3.8,1,1
25,Female,55.5,151.1,24.3,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,13.1,78.0,None,0,0,0,3,4,3,1,1,1,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24456,3.6,1,1
36,Male,84.6,168.8,29.7,Very Active,Advanced,Build Muscle,Ambivert,Suburban,11.9,46.0,None,0,0,0,3,5,3,1,1,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24457,4.7,1,1
32,Male,74.7,176.1,24.1,Moderately Active,Advanced,Build Muscle,Introvert,Rural,13.4,52.0,None,0,0,1,2,5,2,0,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24458,4.7,1,0
18,Male,67.5,178.5,21.2,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,5.2,75.0,None,0,0,0,2,4,3,1,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24459,4.7,1,1
41,Female,72.4,165.3,26.5,Very Active,Intermediate,Build Muscle,Introvert,Urban,9.7,61.0,None,0,0,0,2,5,3,1,1,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24460,4.5,1,1
19,Male,75.1,175.4,24.4,Very Active,Advanced,Compete Professionally,Introvert,Rural,8.8,41.0,None,0,0,1,3,5,4,1,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24461,4.1,0,0
22,Female,71.6,157.1,29.0,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,12.7,59.0,None,0,0,0,2,5,2,1,1,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24462,4.7,1,0
36,Female,68.1,165.7,24.8,Moderately Active,Intermediate,Compete Professionally,Introvert,Suburban,14.7,72.0,None,0,0,0,2,4,3,0,1,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24463,4.8,1,1
46,Male,108.8,178.9,34.0,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,7.6,97.0,None,0,0,1,3,3,2,1,1,2,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24464,4.7,1,1
32,Female,86.0,160.7,33.3,Very Active,Advanced,Build Muscle,Introvert,Rural,8.2,116.0,None,0,0,1,3,4,3,1,1,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24465,4.0,1,1
41,Female,71.2,161.8,27.2,Moderately Active,Advanced,Build Muscle,Extrovert,Urban,6.5,90.0,None,0,0,1,3,3,4,0,1,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24466,4.4,1,1
18,Female,69.9,166.9,25.1,Moderately Active,Intermediate,Compete Professionally,Introvert,Rural,6.5,89.0,None,0,0,1,2,5,4,0,1,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24467,4.0,0,1
19,Male,96.8,166.5,34.9,Moderately Active,Advanced,Compete Professionally,Introvert,Rural,13.4,119.0,None,0,0,0,2,4,4,1,1,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24468,3.8,0,1
38,Female,71.8,159.8,28.1,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,12.6,63.0,None,0,0,1,2,4,4,0,1,3,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24469,4.7,0,1
22,Male,99.8,170.6,34.3,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,10.9,60.0,None,0,0,1,2,4,2,1,1,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24470,4.9,1,1
27,Male,101.8,184.8,29.8,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,6.6,79.0,None,0,0,0,3,3,3,1,1,1,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24471,3.9,1,1
31,Male,69.6,179.5,21.6,Moderately Active,Intermediate,Compete Professionally,Ambivert,Urban,7.7,42.0,None,0,0,1,3,4,4,0,1,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24472,3.8,1,1
44,Male,94.6,170.1,32.7,Very Active,Intermediate,Compete Professionally,Introvert,Urban,5.7,109.0,None,0,0,1,3,4,3,0,1,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24473,3.9,0,0
33,Male,90.8,182.4,27.3,Moderately Active,Advanced,Compete Professionally,Extrovert,Rural,7.0,104.0,None,0,0,0,3,3,4,0,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24474,4.8,1,1
19,Male,84.2,161.2,32.4,Very Active,Intermediate,Compete Professionally,Introvert,Urban,12.7,94.0,None,0,0,0,2,5,4,1,1,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24475,4.8,1,1
31,Male,70.1,173.8,23.2,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,10.4,90.0,None,0,0,1,2,5,3,1,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24476,4.9,1,0
30,Male,75.8,170.7,26.0,Very Active,Intermediate,Compete Professionally,Ambivert,Rural,13.7,58.0,None,0,0,0,2,5,3,1,1,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24477,3.7,1,1
31,Male,73.9,182.9,22.1,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,13.5,44.0,None,0,0,0,2,3,4,1,1,1,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24478,3.9,1,1
26,Male,74.8,165.5,27.3,Moderately Active,Intermediate,Build Muscle,Introvert,Rural,11.0,63.0,None,0,0,0,2,4,4,0,0,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24479,3.6,1,1
38,Male,94.8,192.1,25.7,Very Active,Intermediate,Build Muscle,Introvert,Rural,13.0,38.0,None,0,0,0,3,4,3,0,1,1,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24480,3.6,1,1
31,Male,67.9,164.5,25.1,Very Active,Advanced,Compete Professionally,Introvert,Rural,13.1,114.0,None,0,0,1,3,4,3,1,1,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24481,4.1,1,1
43,Female,94.2,167.2,33.7,Moderately Active,Intermediate,Compete Professionally,Extrovert,Urban,7.6,45.0,None,0,0,1,3,3,4,0,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24482,4.8,0,1
36,Male,90.6,170.1,31.3,Moderately Active,Intermediate,Build Muscle,Introvert,Rural,6.3,104.0,None,0,0,1,2,3,3,1,0,3,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24483,4.8,1,0
24,Female,64.0,163.7,23.9,Moderately Active,Intermediate,Compete Professionally,Extrovert,Rural,10.6,97.0,None,0,0,0,3,4,2,0,0,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24484,4.1,1,0
46,Female,62.9,173.5,20.9,Very Active,Intermediate,Build Muscle,Extrovert,Suburban,9.2,52.0,None,0,0,1,2,4,2,1,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24485,3.9,1,0
35,Male,102.8,179.5,31.9,Very Active,Intermediate,Compete Professionally,Ambivert,Suburban,6.4,56.0,None,0,0,0,2,3,3,0,1,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24486,4.3,1,1
18,Female,55.4,161.6,21.2,Very Active,Advanced,Compete Professionally,Extrovert,Urban,8.3,40.0,None,0,0,0,2,4,3,0,1,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24487,3.6,1,1
50,Male,97.3,171.2,33.2,Very Active,Advanced,Build Muscle,Extrovert,Urban,12.0,96.0,None,0,0,1,2,4,3,0,1,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24488,4.3,1,1
33,Male,99.6,177.3,31.7,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,13.5,42.0,None,0,0,0,3,3,2,1,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24489,3.5,1,1
28,Female,81.2,167.0,29.1,Very Active,Advanced,Compete Professionally,Extrovert,Rural,14.4,44.0,None,0,0,0,2,4,4,0,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24490,3.7,1,1
21,Male,62.5,165.6,22.8,Moderately Active,Advanced,Build Muscle,Introvert,Rural,6.6,40.0,None,0,0,1,3,3,3,1,1,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24491,4.4,1,1
34,Female,62.8,161.7,24.0,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,7.8,101.0,None,0,0,0,2,5,4,0,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24492,4.4,1,1
26,Male,84.5,182.4,25.4,Very Active,Intermediate,Build Muscle,Introvert,Suburban,8.4,120.0,None,0,0,1,3,3,3,1,0,3,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24493,3.7,0,1
16,Female,58.9,166.7,21.2,Very Active,Intermediate,Build Muscle,Introvert,Urban,9.6,106.0,None,0,0,1,3,4,4,1,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24494,4.3,1,1
31,Female,83.6,176.0,27.0,Very Active,Intermediate,Build Muscle,Ambivert,Suburban,6.6,72.0,None,0,0,1,3,3,4,0,1,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24495,4.6,1,1
36,Female,89.5,168.6,31.5,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,12.9,83.0,None,0,0,1,2,5,4,0,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24496,4.9,1,0
48,Female,87.9,170.6,30.2,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,14.3,99.0,None,0,0,1,3,4,3,0,0,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24497,5.0,1,1
27,Male,95.6,173.4,31.8,Moderately Active,Intermediate,Build Muscle,Extrovert,Urban,6.8,98.0,None,0,0,1,2,5,2,0,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24498,4.8,1,1
16,Male,100.1,181.5,30.4,Moderately Active,Advanced,Compete Professionally,Introvert,Suburban,8.7,35.0,None,0,0,0,3,3,2,1,0,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24499,3.8,1,1
42,Male,85.2,180.7,26.1,Moderately Active,Intermediate,Build Muscle,Introvert,Rural,6.6,109.0,None,0,0,1,2,5,4,1,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24500,4.7,1,1
34,Female,61.7,161.4,23.7,Very Active,Intermediate,Compete Professionally,Extrovert,Rural,13.5,81.0,None,0,0,1,3,4,4,0,1,3,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24501,4.2,1,1
45,Male,79.4,173.8,26.3,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,12.0,81.0,None,0,0,1,3,3,4,0,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24502,4.6,1,0
17,Female,93.6,164.7,34.5,Very Active,Intermediate,Compete Professionally,Ambivert,Urban,11.4,57.0,None,0,0,0,3,3,2,0,0,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24503,4.1,1,1
20,Female,81.3,167.4,29.0,Very Active,Intermediate,Compete Professionally,Ambivert,Suburban,6.2,50.0,None,0,0,0,3,5,4,1,1,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24504,4.8,1,0
30,Male,71.9,180.8,22.0,Moderately Active,Intermediate,Compete Professionally,Introvert,Suburban,12.0,75.0,None,0,0,1,3,4,3,1,1,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24505,4.9,1,1
23,Female,82.5,165.0,30.3,Very Active,Intermediate,Build Muscle,Introvert,Urban,5.5,86.0,None,0,0,0,3,5,3,1,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24506,3.9,1,1
29,Male,103.3,176.1,33.3,Moderately Active,Intermediate,Build Muscle,Ambivert,Suburban,6.1,34.0,None,0,0,1,2,5,2,0,0,3,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24507,4.5,1,1
35,Female,84.9,167.7,30.2,Very Active,Advanced,Build Muscle,Ambivert,Suburban,8.5,110.0,None,0,0,1,2,3,4,1,1,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24508,3.9,1,1
25,Male,77.1,186.0,22.3,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,12.3,74.0,None,0,0,1,2,5,3,1,1,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24509,4.4,0,1
38,Female,81.1,169.9,28.1,Moderately Active,Advanced,Compete Professionally,Ambivert,Rural,11.1,60.0,None,0,0,0,2,4,2,1,1,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24510,3.8,0,1
30,Male,100.6,177.3,32.0,Moderately Active,Advanced,Compete Professionally,Ambivert,Urban,5.8,40.0,None,0,0,0,2,3,3,0,0,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24511,4.9,1,0
48,Male,59.6,165.4,21.8,Moderately Active,Advanced,Build Muscle,Ambivert,Urban,13.2,88.0,None,0,0,0,3,4,2,1,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24512,4.4,1,1
34,Male,66.1,169.1,23.1,Moderately Active,Advanced,Build Muscle,Introvert,Rural,7.7,117.0,None,0,0,1,2,4,4,0,0,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24513,4.3,1,1
33,Male,75.1,169.3,26.2,Moderately Active,Advanced,Compete Professionally,Ambivert,Urban,12.6,36.0,None,0,0,1,3,4,2,1,0,2,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24514,4.1,1,1
24,Male,94.7,167.6,33.7,Very Active,Intermediate,Compete Professionally,Ambivert,Suburban,12.0,46.0,None,0,0,0,2,5,2,1,0,3,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24515,4.2,1,1
17,Male,75.8,183.1,22.6,Moderately Active,Intermediate,Compete Professionally,Introvert,Urban,12.2,63.0,None,0,0,1,2,5,3,0,0,3,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24516,4.0,1,1
29,Female,80.0,160.4,31.1,Very Active,Advanced,Build Muscle,Extrovert,Rural,7.0,84.0,None,0,0,1,2,5,4,0,1,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24517,4.3,0,0
38,Male,62.2,175.0,20.3,Very Active,Intermediate,Build Muscle,Introvert,Urban,14.2,104.0,None,0,0,0,2,3,2,1,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24518,3.6,1,1
17,Male,81.1,177.3,25.8,Very Active,Advanced,Build Muscle,Introvert,Suburban,8.7,53.0,None,0,0,1,3,4,3,1,0,2,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24519,3.9,0,1
40,Male,99.4,178.5,31.2,Very Active,Intermediate,Compete Professionally,Extrovert,Rural,5.7,44.0,None,0,0,0,3,4,4,0,1,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24520,4.7,1,1
22,Female,70.3,163.2,26.4,Very Active,Intermediate,Build Muscle,Ambivert,Rural,8.2,108.0,None,0,0,1,3,3,2,0,0,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24521,4.6,0,1
28,Female,79.4,164.6,29.3,Moderately Active,Advanced,Compete Professionally,Ambivert,Rural,10.4,39.0,None,0,0,0,3,4,4,0,1,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24522,3.5,1,1
50,Male,70.5,186.4,20.3,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,7.7,31.0,None,0,0,1,3,4,2,1,0,2,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24523,3.8,1,1
22,Male,62.6,167.2,22.4,Very Active,Intermediate,Compete Professionally,Introvert,Suburban,5.3,76.0,None,0,0,1,3,5,4,1,0,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24524,4.5,0,1
22,Male,96.1,189.0,26.9,Moderately Active,Advanced,Compete Professionally,Introvert,Suburban,8.0,115.0,None,0,0,0,2,3,2,1,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24525,4.2,1,1
47,Female,63.5,166.2,23.0,Very Active,Advanced,Compete Professionally,Extrovert,Suburban,14.4,66.0,None,0,0,1,3,4,2,0,0,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24526,4.2,1,1
48,Female,60.3,157.5,24.3,Moderately Active,Advanced,Compete Professionally,Introvert,Urban,13.6,117.0,None,0,0,0,2,4,2,1,0,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24527,4.2,1,1
21,Female,75.3,165.2,27.6,Very Active,Advanced,Compete Professionally,Introvert,Urban,13.3,52.0,None,0,0,1,3,5,3,0,1,1,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24528,4.8,1,0
40,Female,57.5,155.5,23.8,Moderately Active,Intermediate,Build Muscle,Extrovert,Rural,10.5,42.0,None,0,0,0,3,3,4,0,1,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24529,4.3,1,1
21,Male,84.7,173.0,28.3,Very Active,Intermediate,Build Muscle,Extrovert,Urban,5.0,100.0,None,0,0,0,3,5,3,0,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24530,4.1,1,1
39,Male,60.9,166.8,21.9,Very Active,Advanced,Compete Professionally,Introvert,Urban,10.3,87.0,None,0,0,0,3,5,3,0,1,1,2,3,Weightlifting,High,Individual,Indoor,Medium,400,U24531,3.8,1,0
16,Female,66.5,158.1,26.6,Very Active,Advanced,Compete Professionally,Ambivert,Suburban,11.2,38.0,None,0,0,1,3,4,4,0,0,1,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24532,3.6,1,0
38,Male,112.4,184.8,32.9,Moderately Active,Advanced,Compete Professionally,Ambivert,Suburban,13.1,99.0,None,0,0,0,3,4,2,1,0,2,2,4,Weightlifting,High,Individual,Indoor,Medium,400,U24533,4.2,1,1
37,Male,78.9,162.2,30.0,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,15.0,78.0,None,0,0,0,2,4,3,0,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24534,3.8,0,1
27,Male,80.5,171.4,27.4,Moderately Active,Intermediate,Build Muscle,Extrovert,Suburban,12.6,104.0,None,0,0,1,3,4,4,1,0,1,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24535,3.8,1,1
49,Female,64.8,154.6,27.1,Moderately Active,Intermediate,Compete Professionally,Ambivert,Urban,6.5,50.0,None,0,0,0,3,3,4,1,1,2,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24536,4.3,1,0
50,Male,105.9,183.1,31.6,Moderately Active,Intermediate,Build Muscle,Introvert,Suburban,6.0,78.0,None,0,0,1,2,4,2,1,0,2,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24537,3.7,0,1
38,Female,79.6,170.8,27.3,Very Active,Intermediate,Build Muscle,Introvert,Suburban,11.5,33.0,None,0,0,1,2,4,4,0,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24538,5.0,1,1
37,Male,95.5,182.7,28.6,Very Active,Advanced,Build Muscle,Ambivert,Rural,8.5,61.0,None,0,0,0,2,5,4,1,1,2,2,5,Weightlifting,High,Individual,Indoor,Medium,400,U24539,4.4,1,0
24,Male,86.3,175.2,28.1,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,12.6,64.0,None,0,0,1,3,3,4,1,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24540,4.4,1,1
50,Male,64.1,175.5,20.8,Very Active,Intermediate,Compete Professionally,Introvert,Urban,5.9,103.0,None,0,0,0,3,4,4,1,0,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24541,4.4,0,1
49,Female,87.5,162.1,33.3,Moderately Active,Advanced,Compete Professionally,Introvert,Rural,6.8,50.0,None,0,0,1,2,5,2,0,0,2,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24542,4.8,1,1
27,Female,65.4,159.2,25.8,Moderately Active,Advanced,Build Muscle,Introvert,Suburban,9.9,96.0,None,0,0,1,2,3,4,0,0,2,3,3,Weightlifting,High,Individual,Indoor,Medium,400,U24543,4.8,1,0
28,Male,92.2,193.6,24.6,Moderately Active,Advanced,Build Muscle,Ambivert,Urban,14.4,61.0,None,0,0,0,2,5,2,0,0,1,4,3,Weightlifting,High,Individual,Indoor,Medium,400,U24544,4.5,1,0
19,Female,59.0,151.2,25.8,Moderately Active,Advanced,Build Muscle,Extrovert,Rural,6.4,69.0,None,0,0,1,3,3,3,1,0,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24545,4.8,0,1
25,Female,77.0,176.6,24.7,Moderately Active,Intermediate,Build Muscle,Ambivert,Urban,14.5,66.0,None,0,0,0,2,5,3,1,1,3,3,4,Weightlifting,High,Individual,Indoor,Medium,400,U24546,4.0,1,1
20,Male,72.2,179.5,22.4,Moderately Active,Advanced,Build Muscle,Introvert,Rural,13.6,37.0,None,0,0,1,2,4,2,0,0,1,4,5,Weightlifting,High,Individual,Indoor,Medium,400,U24547,3.7,0,1
37,Female,51.1,159.8,20.0,Moderately Active,Advanced,Compete Professionally,Extrovert,Urban,9.5,101.0,None,0,0,0,2,5,3,1,1,1,3,5,Weightlifting,High,Individual,Indoor,Medium,400,U24548,3.5,0,1
40,Male,105.5,188.2,29.8,Moderately Active,Intermediate,Compete Professionally,Ambivert,Suburban,10.4,50.0,None,0,0,0,2,5,2,0,0,3,4,4,Weightlifting,High,Individual,Indoor,Medium,400,U24549,4.7,1,1
